COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,A0A14_CNT,A0A14_M_CNT,A0A14_F_CNT,A15A64_CNT,A15A64_M_CNT,A15A64_F_CNT,A65UP_CNT,A65UP_M_CNT,A65UP_F_CNT,INFO_TIME
"64000",高雄市,"64000060",新興區,64000060-009,華聲里,"70","37","33","599","301","298","292","129","163",113Y06M
"64000",高雄市,"64000060",新興區,64000060-010,蕉園里,"49","27","22","463","243","220","229","112","117",113Y06M
"64000",高雄市,"64000060",新興區,64000060-011,永寧里,"104","59","45","972","463","509","423","189","234",113Y06M
"64000",高雄市,"64000060",新興區,64000060-012,玉衡里,"40","20","20","463","252","211","197","83","114",113Y06M
"64000",高雄市,"64000060",新興區,64000060-013,順昌里,"490","251","239","1669","786","883","531","246","285",113Y06M
"64000",高雄市,"64000060",新興區,64000060-014,文昌里,"755","391","364","2256","1055","1201","752","328","424",113Y06M
"64000",高雄市,"64000060",新興區,64000060-015,光耀里,"475","236","239","1585","750","835","631","284","347",113Y06M
"64000",高雄市,"64000060",新興區,64000060-016,興昌里,"313","160","153","1100","495","605","463","211","252",113Y06M
"64000",高雄市,"64000060",新興區,64000060-017,開平里,"649","339","310","2465","1121","1344","896","408","488",113Y06M
"64000",高雄市,"64000060",新興區,64000060-018,成功里,"116","64","52","938","432","506","400","184","216",113Y06M
"64000",高雄市,"64000060",新興區,64000060-019,新江里,"83","41","42","761","371","390","302","134","168",113Y06M
"64000",高雄市,"64000060",新興區,64000060-020,黎明里,"55","35","20","547","287","260","247","123","124",113Y06M
"64000",高雄市,"64000060",新興區,64000060-021,愛平里,"87","43","44","660","321","339","305","142","163",113Y06M
"64000",高雄市,"64000060",新興區,64000060-022,南港里,"195","110","85","1329","668","661","564","256","308",113Y06M
"64000",高雄市,"64000060",新興區,64000060-023,中東里,"418","223","195","1974","976","998","773","350","423",113Y06M
"64000",高雄市,"64000060",新興區,64000060-024,明莊里,"35","17","18","452","227","225","210","96","114",113Y06M
"64000",高雄市,"64000060",新興區,64000060-025,大明里,"72","38","34","714","331","383","318","140","178",113Y06M
"64000",高雄市,"64000060",新興區,64000060-026,秋山里,"50","28","22","743","352","391","269","128","141",113Y06M
"64000",高雄市,"64000060",新興區,64000060-027,長驛里,"43","21","22","686","330","356","218","107","111",113Y06M
"64000",高雄市,"64000060",新興區,64000060-028,建興里,"50","27","23","647","315","332","263","128","135",113Y06M
"64000",高雄市,"64000060",新興區,64000060-029,建華里,"36","18","18","604","306","298","245","110","135",113Y06M
"64000",高雄市,"64000060",新興區,64000060-030,漢民里,"65","33","32","493","245","248","234","91","143",113Y06M
"64000",高雄市,"64000060",新興區,64000060-031,榮治里,"48","22","26","497","233","264","187","86","101",113Y06M
"64000",高雄市,"64000060",新興區,64000060-032,東坡里,"66","36","30","754","384","370","394","177","217",113Y06M
"64000",高雄市,"64000070",前金區,64000070-001,三川里,"61","34","27","697","332","365","211","93","118",113Y06M
"64000",高雄市,"64000070",前金區,64000070-002,草江里,"99","49","50","1060","475","585","339","149","190",113Y06M
"64000",高雄市,"64000070",前金區,64000070-003,長城里,"81","42","39","964","477","487","386","161","225",113Y06M
"64000",高雄市,"64000070",前金區,64000070-004,北金里,"49","27","22","576","277","299","226","95","131",113Y06M
"64000",高雄市,"64000070",前金區,64000070-005,東金里,"72","36","36","625","287","338","307","139","168",113Y06M
"64000",高雄市,"64000070",前金區,64000070-006,新生里,"324","173","151","2697","1268","1429","960","418","542",113Y06M
"64000",高雄市,"64000070",前金區,64000070-007,後金里,"49","23","26","385","214","171","215","97","118",113Y06M
"64000",高雄市,"64000070",前金區,64000070-008,長興里,"98","51","47","856","403","453","376","167","209",113Y06M
"64000",高雄市,"64000070",前金區,64000070-009,青山里,"151","67","84","1448","646","802","523","234","289",113Y06M
"64000",高雄市,"64000070",前金區,64000070-010,民生里,"77","35","42","605","264","341","260","116","144",113Y06M
"64000",高雄市,"64000070",前金區,64000070-011,復元里,"76","38","38","706","338","368","343","143","200",113Y06M
"64000",高雄市,"64000070",前金區,64000070-012,林投里,"84","49","35","730","413","317","343","179","164",113Y06M
"64000",高雄市,"64000070",前金區,64000070-013,國民里,"71","32","39","622","293","329","303","149","154",113Y06M
"64000",高雄市,"64000070",前金區,64000070-014,社東里,"141","69","72","950","431","519","486","198","288",113Y06M
"64000",高雄市,"64000070",前金區,64000070-015,社西里,"86","39","47","858","389","469","308","128","180",113Y06M
"64000",高雄市,"64000070",前金區,64000070-016,博孝里,"80","49","31","733","344","389","275","125","150",113Y06M
"64000",高雄市,"64000070",前金區,64000070-017,長生里,"130","69","61","1166","549","617","533","229","304",113Y06M
"64000",高雄市,"64000070",前金區,64000070-018,榮復里,"76","43","33","699","330","369","321","145","176",113Y06M
"64000",高雄市,"64000070",前金區,64000070-019,文西里,"81","43","38","645","313","332","301","120","181",113Y06M
"64000",高雄市,"64000070",前金區,64000070-020,文東里,"66","34","32","789","379","410","353","149","204",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-001,博仁里,"51","30","21","451","203","248","181","77","104",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-002,苓洲里,"91","49","42","1126","531","595","432","181","251",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-003,苓昇里,"67","37","30","810","410","400","338","141","197",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-004,苓中里,"117","58","59","1206","578","628","375","152","223",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-005,苓雅里,"116","56","60","1046","481","565","380","150","230",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-006,苓東里,"66","39","27","984","477","507","405","167","238",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-007,城北里,"167","83","84","1338","609","729","401","177","224",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-008,城西里,"54","28","26","344","172","172","132","52","80",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-009,城東里,"181","100","81","1421","666","755","480","212","268",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-010,意誠里,"339","174","165","2913","1359","1554","967","406","561",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-011,鼓中里,"69","24","45","616","308","308","280","134","146",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-012,田西里,"113","58","55","1000","485","515","341","151","190",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-013,人和里,"143","68","75","1228","610","618","483","199","284",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-014,仁政里,"89","46","43","827","398","429","391","173","218",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-015,廣澤里,"129","70","59","1153","592","561","539","245","294",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-016,美田里,"92","50","42","765","382","383","339","131","208",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-017,華堂里,"208","103","105","2067","989","1078","856","349","507",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-018,日中里,"128","58","70","1433","691","742","651","280","371",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-019,普照里,"285","143","142","2180","1046","1134","868","372","496",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-020,和煦里,"211","107","104","1310","667","643","559","259","300",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-021,晴朗里,"244","120","124","2115","1146","969","656","360","296",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-022,普天里,"540","279","261","2633","1214","1419","886","397","489",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-023,林富里,"745","399","346","1702","719","983","576","266","310",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-024,林圍里,"646","343","303","1668","715","953","595","262","333",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-025,林安里,"451","243","208","1208","535","673","368","146","222",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-026,光華里,"52","24","28","461","249","212","208","88","120",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-027,林興里,"111","72","39","869","442","427","328","140","188",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-028,林華里,"226","114","112","1780","879","901","767","327","440",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-029,林西里,"106","50","56","1019","498","521","487","203","284",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-030,林中里,"153","79","74","1834","927","907","867","380","487",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-031,林泉里,"534","275","259","1289","553","736","530","222","308",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-032,林南里,"818","426","392","1956","827","1129","843","368","475",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-033,中正里,"796","419","377","2052","880","1172","696","294","402",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-034,尚義里,"472","230","242","1212","576","636","402","178","224",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-035,同慶里,"933","464","469","1747","775","972","378","156","222",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-036,凱旋里,"536","269","267","1624","770","854","516","243","273",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-037,安祥里,"628","331","297","1959","889","1070","793","342","451",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-038,奏捷里,"257","138","119","1092","504","588","397","173","224",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-039,福壽里,"102","45","57","977","528","449","365","168","197",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-040,福南里,"88","44","44","1196","614","582","459","208","251",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-041,五權里,"128","68","60","1688","802","886","579","268","311",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-042,民主里,"327","164","163","2913","1458","1455","1211","509","702",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-043,林德里,"127","56","71","1188","549","639","523","228","295",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-044,林貴里,"197","107","90","1347","646","701","449","188","261",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-045,林榮里,"408","208","200","2890","1392","1498","1028","440","588",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-046,英明里,"155","73","82","1273","617","656","505","213","292",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-047,林靖里,"121","61","60","1052","503","549","454","204","250",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-048,朝陽里,"127","63","64","932","450","482","404","173","231",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-049,福隆里,"256","136","120","1949","980","969","762","335","427",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-050,福祥里,"91","47","44","925","493","432","295","122","173",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-051,福海里,"57","33","24","706","360","346","280","113","167",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-052,福康里,"150","83","67","1242","639","603","481","210","271",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-053,福人里,"149","82","67","1412","741","671","535","211","324",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-054,福地里,"227","114","113","1786","934","852","665","274","391",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-055,福居里,"180","95","85","1799","963","836","719","302","417",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-056,福東里,"207","92","115","1866","899","967","619","273","346",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-057,福西里,"140","68","72","1362","665","697","429","174","255",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-058,永康里,"132","73","59","1468","742","726","532","243","289",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-059,正文里,"274","149","125","1840","879","961","607","247","360",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-060,正言里,"220","114","106","2122","1005","1117","751","318","433",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-061,正大里,"614","312","302","3767","1722","2045","1202","522","680",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-062,五福里,"208","107","101","2448","1228","1220","1050","437","613",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-063,正心里,"247","127","120","2342","1156","1186","1058","467","591",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-064,正道里,"366","162","204","2827","1369","1458","1158","475","683",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-065,正義里,"291","163","128","1720","877","843","556","268","288",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-066,正仁里,"235","128","107","1760","854","906","618","275","343",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-067,文昌里,"339","158","181","2506","1236","1270","1021","442","579",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-068,建軍里,"184","98","86","1444","742","702","507","220","287",113Y06M
"64000",高雄市,"64000080",苓雅區,64000080-069,衛武里,"128","62","66","1261","638","623","563","245","318",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-001,草衙里,"904","459","445","7495","3813","3682","1828","802","1026",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-002,明孝里,"228","112","116","1793","937","856","541","226","315",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-003,明正里,"513","240","273","4014","2102","1912","1093","499","594",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-004,明義里,"247","135","112","1739","894","845","510","229","281",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-005,仁愛里,"95","49","46","919","516","403","321","143","178",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-006,德昌里,"130","69","61","1401","725","676","464","199","265",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-007,平等里,"220","124","96","2255","1303","952","696","377","319",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-008,平昌里,"73","35","38","522","273","249","144","58","86",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-009,明禮里,"125","60","65","1183","625","558","398","165","233",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-010,信義里,"94","52","42","1002","538","464","317","144","173",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-011,信德里,"136","76","60","1665","896","769","515","215","300",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-012,明道里,"55","28","27","749","399","350","293","152","141",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-013,興化里,"36","19","17","458","245","213","161","72","89",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-014,興仁里,"45","30","15","468","253","215","172","72","100",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-015,前鎮里,"69","34","35","919","496","423","337","154","183",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-016,鎮東里,"57","25","32","1160","622","538","465","208","257",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-017,鎮榮里,"137","74","63","1427","758","669","523","228","295",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-018,鎮昌里,"151","78","73","1419","763","656","480","201","279",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-019,鎮海里,"302","152","150","3013","1533","1480","966","427","539",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-020,鎮陽里,"45","20","25","625","324","301","291","122","169",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-021,興邦里,"286","148","138","2451","1229","1222","523","233","290",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-022,鎮中里,"54","24","30","587","308","279","205","94","111",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-023,鎮北里,"53","26","27","809","410","399","282","136","146",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-024,忠純里,"437","248","189","3877","1949","1928","1468","627","841",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-025,忠誠里,"158","85","73","1339","680","659","540","261","279",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-028,西山里,"221","128","93","2204","1053","1151","990","441","549",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-029,民權里,"503","266","237","2871","1331","1540","995","437","558",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-030,建隆里,"137","66","71","1002","478","524","359","172","187",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-031,振興里,"183","104","79","1899","893","1006","550","238","312",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-032,良和里,"216","111","105","1952","937","1015","785","376","409",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-033,西甲里,"152","77","75","1487","726","761","539","254","285",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-034,盛興里,"211","125","86","1970","909","1061","714","294","420",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-035,盛豐里,"263","139","124","2199","1026","1173","816","344","472",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-036,興中里,"215","113","102","2161","1063","1098","774","331","443",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-037,興東里,"780","412","368","4399","2094","2305","1280","564","716",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-038,忠孝里,"361","180","181","2602","1212","1390","821","354","467",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-039,復國里,"245","129","116","1822","908","914","718","317","401",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-040,竹內里,"314","157","157","1936","969","967","688","316","372",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-041,竹東里,"221","113","108","1495","708","787","572","251","321",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-042,竹南里,"1279","661","618","5720","2653","3067","1218","503","715",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-043,竹北里,"304","161","143","1951","919","1032","594","269","325",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-044,竹西里,"420","212","208","2967","1452","1515","1008","450","558",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-045,竹中里,"424","222","202","2534","1197","1337","875","367","508",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-046,瑞竹里,"445","222","223","1825","885","940","303","130","173",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-047,瑞南里,"866","471","395","3609","1782","1827","989","440","549",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-048,瑞豐里,"426","231","195","2105","1057","1048","550","228","322",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-049,瑞祥里,"788","414","374","3563","1735","1828","880","379","501",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-050,瑞東里,"339","168","171","1729","869","860","536","218","318",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-051,瑞和里,"283","141","142","1426","755","671","400","159","241",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-052,瑞平里,"544","284","260","2598","1272","1326","777","333","444",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-053,瑞隆里,"427","208","219","2620","1339","1281","762","331","431",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-054,瑞北里,"262","139","123","2444","1215","1229","725","300","425",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-055,瑞西里,"144","70","74","1828","938","890","687","314","373",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-056,瑞崗里,"202","108","94","1793","913","880","660","278","382",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-057,瑞興里,"203","118","85","1824","920","904","640","265","375",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-058,瑞誠里,"233","120","113","1936","968","968","576","261","315",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-059,瑞文里,"197","112","85","1819","904","915","539","246","293",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-060,瑞華里,"374","209","165","3405","1644","1761","961","419","542",113Y06M
"64000",高雄市,"64000090",前鎮區,64000090-061,瑞昌里,"347","178","169","2482","1189","1293","633","282","351",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-001,旗下里,"66","29","37","829","442","387","301","154","147",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-002,永安里,"63","38","25","777","407","370","231","109","122",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-003,振興里,"120","58","62","1123","594","529","356","163","193",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-004,慈愛里,"178","84","94","1755","905","850","463","216","247",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-005,復興里,"259","130","129","2265","1159","1106","618","266","352",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-006,中華里,"142","61","81","1139","565","574","315","141","174",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-007,實踐里,"102","51","51","1105","602","503","316","141","175",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-008,北汕里,"222","122","100","2104","1122","982","512","220","292",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-009,南汕里,"130","64","66","1578","854","724","429","219","210",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-010,上竹里,"239","116","123","2107","1096","1011","605","303","302",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-011,中洲里,"109","61","48","1307","681","626","433","217","216",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-012,安順里,"59","34","25","607","343","264","227","115","112",113Y06M
"64000",高雄市,"64000100",旗津區,64000100-013,中興里,"237","129","108","1955","989","966","542","237","305",113Y06M
"64000",高雄市,"64000110",小港區,64000110-001,小港里,"238","120","118","1688","874","814","534","252","282",113Y06M
"64000",高雄市,"64000110",小港區,64000110-002,港口里,"348","170","178","2184","1064","1120","863","430","433",113Y06M
"64000",高雄市,"64000110",小港區,64000110-003,港正里,"335","171","164","1857","938","919","625","283","342",113Y06M
"64000",高雄市,"64000110",小港區,64000110-004,港墘里,"203","102","101","1245","622","623","391","176","215",113Y06M
"64000",高雄市,"64000110",小港區,64000110-005,港明里,"362","179","183","2335","1195","1140","697","297","400",113Y06M
"64000",高雄市,"64000110",小港區,64000110-006,港后里,"391","189","202","2079","1061","1018","495","227","268",113Y06M
"64000",高雄市,"64000110",小港區,64000110-007,港南里,"570","281","289","2827","1459","1368","511","245","266",113Y06M
"64000",高雄市,"64000110",小港區,64000110-008,港興里,"244","125","119","1621","843","778","581","246","335",113Y06M
"64000",高雄市,"64000110",小港區,64000110-009,鳳宮里,"369","186","183","2156","1050","1106","490","229","261",113Y06M
"64000",高雄市,"64000110",小港區,64000110-010,店鎮里,"689","369","320","4605","2296","2309","1123","517","606",113Y06M
"64000",高雄市,"64000110",小港區,64000110-011,大苓里,"254","129","125","1799","868","931","604","272","332",113Y06M
"64000",高雄市,"64000110",小港區,64000110-012,二苓里,"393","187","206","2752","1374","1378","811","375","436",113Y06M
"64000",高雄市,"64000110",小港區,64000110-013,三苓里,"277","132","145","2025","997","1028","656","307","349",113Y06M
"64000",高雄市,"64000110",小港區,64000110-014,正苓里,"490","252","238","3068","1492","1576","851","409","442",113Y06M
"64000",高雄市,"64000110",小港區,64000110-015,順苓里,"650","328","322","3680","1774","1906","786","363","423",113Y06M
"64000",高雄市,"64000110",小港區,64000110-016,六苓里,"435","235","200","2096","973","1123","458","222","236",113Y06M
"64000",高雄市,"64000110",小港區,64000110-017,宏亮里,"514","266","248","2546","1235","1311","625","284","341",113Y06M
"64000",高雄市,"64000110",小港區,64000110-018,山東里,"340","172","168","2264","1142","1122","668","289","379",113Y06M
"64000",高雄市,"64000110",小港區,64000110-019,青島里,"198","111","87","1771","872","899","504","199","305",113Y06M
"64000",高雄市,"64000110",小港區,64000110-020,濟南里,"497","251","246","3280","1629","1651","787","359","428",113Y06M
"64000",高雄市,"64000110",小港區,64000110-021,泰山里,"439","235","204","2596","1272","1324","650","296","354",113Y06M
"64000",高雄市,"64000110",小港區,64000110-022,山明里,"1897","959","938","9905","4794","5111","1912","864","1048",113Y06M
"64000",高雄市,"64000110",小港區,64000110-023,高松里,"640","344","296","3670","1873","1797","926","415","511",113Y06M
"64000",高雄市,"64000110",小港區,64000110-024,松金里,"342","180","162","1977","992","985","560","251","309",113Y06M
"64000",高雄市,"64000110",小港區,64000110-025,松山里,"371","189","182","2472","1241","1231","713","337","376",113Y06M
"64000",高雄市,"64000110",小港區,64000110-026,大坪里,"371","193","178","2524","1278","1246","517","239","278",113Y06M
"64000",高雄市,"64000110",小港區,64000110-027,坪頂里,"915","475","440","5634","2833","2801","957","464","493",113Y06M
"64000",高雄市,"64000110",小港區,64000110-028,孔宅里,"655","335","320","4076","2079","1997","790","349","441",113Y06M
"64000",高雄市,"64000110",小港區,64000110-029,廈莊里,"723","382","341","3809","1872","1937","629","288","341",113Y06M
"64000",高雄市,"64000110",小港區,64000110-030,合作里,"335","179","156","2101","1095","1006","587","267","320",113Y06M
"64000",高雄市,"64000110",小港區,64000110-031,桂林里,"1051","519","532","6478","3215","3263","1405","619","786",113Y06M
"64000",高雄市,"64000110",小港區,64000110-032,中厝里,"515","264","251","2963","1497","1466","655","302","353",113Y06M
"64000",高雄市,"64000110",小港區,64000110-033,鳳鳴里,"256","135","121","2462","1218","1244","644","281","363",113Y06M
"64000",高雄市,"64000110",小港區,64000110-034,龍鳳里,"274","153","121","2528","1251","1277","597","267","330",113Y06M
"64000",高雄市,"64000110",小港區,64000110-035,鳳森里,"221","109","112","1752","858","894","455","204","251",113Y06M
"64000",高雄市,"64000110",小港區,64000110-036,鳳林里,"246","132","114","2436","1178","1258","616","266","350",113Y06M
"64000",高雄市,"64000110",小港區,64000110-037,鳳興里,"227","123","104","2088","1021","1067","434","192","242",113Y06M
"64000",高雄市,"64000110",小港區,64000110-038,鳳源里,"355","164","191","3032","1522","1510","648","293","355",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-001,縣口里,"38","17","21","238","117","121","140","72","68",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-002,成功里,"63","30","33","367","192","175","209","106","103",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-003,光明里,"142","69","73","917","473","444","354","158","196",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-004,興中里,"177","102","75","678","312","366","195","90","105",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-005,南興里,"142","77","65","579","273","306","258","125","133",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-006,和德里,"780","407","373","2482","1152","1330","438","199","239",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-007,鳳崗里,"123","67","56","713","329","384","326","146","180",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-008,中和里,"335","179","156","2347","1173","1174","897","392","505",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-009,鎮北里,"1520","783","737","9271","4435","4836","1554","698","856",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-010,縣衙里,"87","44","43","603","294","309","220","99","121",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-011,文英里,"380","202","178","2799","1404","1395","779","344","435",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-012,鎮西里,"529","270","259","3499","1749","1750","1284","586","698",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-013,鎮東里,"278","138","140","1994","1039","955","541","218","323",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-014,埤頂里,"837","439","398","4670","2377","2293","1336","553","783",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-015,中正里,"529","271","258","3168","1598","1570","1102","358","744",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-016,鎮南里,"413","208","205","3746","1896","1850","1016","457","559",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-017,老爺里,"628","318","310","5341","2677","2664","1462","652","810",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-018,瑞竹里,"865","436","429","4170","2079","2091","1217","499","718",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-019,忠義里,"432","217","215","3476","1692","1784","1017","444","573",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-020,誠義里,"309","169","140","3340","1651","1689","627","272","355",113Y06M
"64000",高雄市,"64000120",鳳山區,64000120-021,新興里,"182","116","66","2674","1713","961","836","492","344",113Y06M
